"","Ano","Órgão Orçamentário","Função","Unidade Orçamentária","Programa","Ação","Localizador","Plano Orçamentário","Grupo de Despesa","Modalidade de Aplicação","Resultado Primário","Fonte","Subfunção","Projeto de Lei","Dotação Inicial","Dotação Atual","Empenhado","Liquidado","Pago"
"280",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2253 - Funcionamento da Infra-Estrutura de Apoio a Satélites","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",0,0,53.794,53.794,47.248,47.248
"281",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2253 - Funcionamento da Infra-Estrutura de Apoio a Satélites","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",2e+06,2e+06,2e+06,1995858,1011361,1011361
"282",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2272 - Gestão e Administração do Programa","0001 - Nacional","[valor não detalhado]","1 - Pessoal e Encargos Sociais","90 - Aplicações Diretas","1 - Primária obrigatória","100 - Recursos Ordinários","122 - Administração Geral",2416657,2416657,2855657,2838846,2838846,2838846
"283",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2272 - Gestão e Administração do Programa","0001 - Nacional","[valor não detalhado]","1 - Pessoal e Encargos Sociais","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","1 - Primária obrigatória","100 - Recursos Ordinários","122 - Administração Geral",175.56,175.56,241.56,252.801,252.801,252.801
"284",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2272 - Gestão e Administração do Programa","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","50 - Transferências a Instituições Privadas sem Fins Lucrativos","2 - Primária discricionária","100 - Recursos Ordinários","122 - Administração Geral",517,517,317,76.221,76.221,76.221
"285",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2272 - Gestão e Administração do Programa","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","122 - Administração Geral",6858622,6858622,6894037,4651218,4476045,4449996
"286",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2272 - Gestão e Administração do Programa","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","2 - Primária discricionária","100 - Recursos Ordinários","122 - Administração Geral",0,0,164.585,120.303,112.447,112.447
"287",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2272 - Gestão e Administração do Programa","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","122 - Administração Geral",800,800,800,577.999,481.506,481.506
"288",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2460 - Funcionamento da Infra-Estrutura de Apoio às Atividades Espaciais","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",5300000,5300000,5300000,5299599,2369386,2369386
"289",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2460 - Funcionamento da Infra-Estrutura de Apoio às Atividades Espaciais","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",2600000,2600000,6600000,6587357,708.131,708.131
"290",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2462 - Desenvolvimento de Satélites Científicos","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",500,500,500,457.963,82.214,82.214
"291",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2595 - Capacitação de Especialistas do Setor Espacial","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","128 - Formação de Recursos Humanos",300,300,298.41,88.714,52.957,52.957
"292",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2595 - Capacitação de Especialistas do Setor Espacial","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","2 - Primária discricionária","100 - Recursos Ordinários","128 - Formação de Recursos Humanos",0,0,1.59,1.59,640,640
"293",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","3463 - Participação Brasileira no Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",3.1e+07,3.1e+07,36942188,36885186,31902979,31874992
"294",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","3463 - Participação Brasileira no Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",0,0,57.812,98.746,85.355,85.355
"295",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","3463 - Participação Brasileira no Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",58355000,58355000,56355000,56318224,24625246,24625246
"296",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","3488 - Participação Brasileira na Estação Espacial Internacional - ISS","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",4700000,4700000,200,0,0,0
"297",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","3704 - Complementação da Infra-Estrutura Geral do Centro de Lançamento de Alcântara","0020 - Na Região Nordeste","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",5250000,5250000,5250000,5224730,1078275,1057698
"298",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","3704 - Complementação da Infra-Estrutura Geral do Centro de Lançamento de Alcântara","0020 - Na Região Nordeste","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",17250000,17250000,17250000,17092303,2132189,2132189
"299",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4183 - Pesquisa e Desenvolvimento em Tecnologias, Ciências e Aplicações Espaciais no Instituto Nacional de Pesquisas Espaciais","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",1600000,1600000,1598491,1458513,978.084,978.084
"300",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4183 - Pesquisa e Desenvolvimento em Tecnologias, Ciências e Aplicações Espaciais no Instituto Nacional de Pesquisas Espaciais","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",0,0,1.509,2.229,1.959,1.959
"301",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4183 - Pesquisa e Desenvolvimento em Tecnologias, Ciências e Aplicações Espaciais no Instituto Nacional de Pesquisas Espaciais","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",500,500,500,490.727,142.113,136.713
"302",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4195 - Recepção de Imagens e Geração de Produtos de Satélites","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",4300000,4300000,4300000,3952560,2995980,2995980
"303",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4195 - Recepção de Imagens e Geração de Produtos de Satélites","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",500,500,500,490.727,440,440
"304",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4934 - Desenvolvimento e Lançamento de Satélites Tecnológicos de Pequeno Porte","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",1500000,1500000,1500000,1305350,614.283,614.283
"305",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4934 - Desenvolvimento e Lançamento de Satélites Tecnológicos de Pequeno Porte","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",0,0,0,1.65,150,150
"306",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4934 - Desenvolvimento e Lançamento de Satélites Tecnológicos de Pequeno Porte","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",100,100,100,100,10.341,10.341
"307",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4935 - Operação do Sistema de Coleta de Dados","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",350,350,292.69,311.393,239.755,235.26
"308",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4935 - Operação do Sistema de Coleta de Dados","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",0,0,57.31,5.731,3.816,3.816
"309",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4935 - Operação do Sistema de Coleta de Dados","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",50,50,50,50,3.5,3.5
"310",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4958 - Desenvolvimento do Segmento de Aplicações do Satélite Sino-Brasileiro (CBERS)","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",2445000,2445000,2444620,2244419,1252637,1252637
"311",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4958 - Desenvolvimento do Segmento de Aplicações do Satélite Sino-Brasileiro (CBERS)","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",0,0,380,380,380,380
"312",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4958 - Desenvolvimento do Segmento de Aplicações do Satélite Sino-Brasileiro (CBERS)","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",200,200,200,195.572,30.171,30.171
"313",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4959 - Desenvolvimento de Produtos e Processos Inovadores para o Setor Espacial","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",2320000,2320000,2320000,2124279,1134239,1133807
"314",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4959 - Desenvolvimento de Produtos e Processos Inovadores para o Setor Espacial","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",0,0,0,1.8,1.8,1.8
"315",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","4959 - Desenvolvimento de Produtos e Processos Inovadores para o Setor Espacial","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",500,500,500,482.45,242.315,242.315
"316",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","6239 - Desenvolvimento de Veículos Lançadores de Satélites","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",15800000,15800000,15800000,15629034,1576325,1546883
"317",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","6239 - Desenvolvimento de Veículos Lançadores de Satélites","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",12200000,10370000,10370000,10287320,659.377,623.577
"318",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","6240 - Desenvolvimento e Lançamento de Foguetes de Sondagem","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",2262000,2262000,2262000,2249213,1075351,1035160
"319",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","6240 - Desenvolvimento e Lançamento de Foguetes de Sondagem","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",400,400,400,399.173,0,0
"320",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","6704 - Pesquisa e Desenvolvimento em Tecnologias Associadas a Veículos Espaciais","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",5050000,5050000,5050000,5036180,518.653,278.243
"321",2007,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","6704 - Pesquisa e Desenvolvimento em Tecnologias Associadas a Veículos Espaciais","0001 - Nacional","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",6493000,5519050,5519050,5404463,123.185,123.185
"322",2008,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","1C68 - Implantação do Sistema de Metrologia, Normalização e Certificação para a Área Espacial","0035 - No Estado de São Paulo","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","665 - Normalização e Qualidade",398.497,398.497,398.497,398.178,268.936,248.155
"323",2008,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","1C68 - Implantação do Sistema de Metrologia, Normalização e Certificação para a Área Espacial","0035 - No Estado de São Paulo","[valor não detalhado]","3 - Outras Despesas Correntes","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","2 - Primária discricionária","100 - Recursos Ordinários","665 - Normalização e Qualidade",0,0,0,1.46,1.46,1.46
"324",2008,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","1C68 - Implantação do Sistema de Metrologia, Normalização e Certificação para a Área Espacial","0035 - No Estado de São Paulo","[valor não detalhado]","4 - Investimentos","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","665 - Normalização e Qualidade",521.111,521.111,521.111,503.294,380.715,380.715
"325",2008,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","2B91 - Desenvolvimento de Satélites de Comunicação e Meteorologia","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",200,200,200,0,0,0
"326",2008,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","09HB - Contribuição da União, de suas Autarquias e Fundações para o Custeio do Regime de Previdência dos Servidores Públicos Federais","0001 - Nacional","[valor não detalhado]","1 - Pessoal e Encargos Sociais","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","0 - Financeira","100 - Recursos Ordinários","122 - Administração Geral",33.792,33.792,49.182,39.055,39.055,39.055
"327",2008,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","10ZG - Desenvolvimento do Satélite Lattes","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",1500000,1500000,1485790,1480386,886.711,886.711
"328",2008,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","10ZG - Desenvolvimento do Satélite Lattes","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",0,0,14.21,14.21,14.21,14.21
"329",2008,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","10ZH - Desenvolvimento do Satélite do Programa Internacional de Medidas de Precipitação - GPM-Br","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",1e+06,1e+06,1e+06,999.271,396.064,396.064
"330",2008,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","10ZI - Desenvolvimento do Satélite de Sensoriamento Remoto com Imageador Radar - MAPSAR","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",1e+06,1e+06,1e+06,1e+06,756.376,753.487
"331",2008,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","10ZJ - Desenvolvimento do Satélite Amazônia-1","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","50 - Transferências a Instituições Privadas sem Fins Lucrativos","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",0,0,0,100,0,0
"332",2008,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","10ZJ - Desenvolvimento do Satélite Amazônia-1","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",1.2e+07,10800000,10800000,10682258,8973914,8966608
"333",2008,"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações","19 - Ciência e Tecnologia","24205 - Agência Espacial Brasileira","0464 - Nacional de Atividades Espaciais - PNAE","10ZK - Desenvolvimento do Satélite Sino-Brasileiro - Projeto CBERS-3","0001 - Nacional","[valor não detalhado]","3 - Outras Despesas Correntes","90 - Aplicações Diretas","2 - Primária discricionária","100 - Recursos Ordinários","572 - Desenvolvimento Tecnológico e Engenharia",28253000,25427700,24315990,24306795,20583811,20338312
