"","Código","Empresa","ANO","COD&ANO","col","1. DEC Apurada","1.1. DEC Limite","1.2. DEC V8","2. FEC Apurada","2.1. FEC Limite","2.2. FEC V8","5. DGC","6. UC Total","7. UC AT","8. UC MT","9. UC BT","10. Mercado Total","11. Mercado AT","12. Mercado MT","13. Mercado BT","14. Peso AT","15. Peso MT","16. Peso BT","18. Custos Operacionais","18.0. Ind Salarial","18.1. Custos Operacionais H","18.2. Pessoal","18.3. Materiais","18.4. Serv Terceiros","18.5. Seguros","18.6. Tributos","18.7. Outros","18.8. Estagiario","18.9. Comunicacao","19. Cond. Trab.","19.1. Cond. Trab. H","19.3. Cond. Civeis H","19.5. Cond. Fiscais H","19.7. Cond. Ambientais H","19.9. Cond. Outras H","20. Contrib. CCEE","20.1. Contrib. CCEE H","21. Custos de Desativacao","21.1. Custos de Desativacao H","23. QRR","24. RC","25. Remuneracao OE","26. Ligacoes PLPT","26.1. Ligacoes PLPT sobre UC","27. Demanda Total","28. Demanda AT","29. Demanda MT","30. Demanda BT","34. PNT Medidas","35. Meta PNT","37. Rede","38. Rede BT","39. Rede MT","40. Rede AT","40.1. Rede 69","40.2. Rede 88_138","40.3. Rede 230","41. Rede Aerea","42. Rede Sub","43. Trafos Distribuicao","45. Trafos AT","45.1. Trafos 69","45.2. Trafos 88_138","45.3. Trafos 230","46. Subestacoes MT","47. Subestacoes AT","47.1. Subestacoes 69","47.2. Subestacoes 88_138","47.3. Subestacoes 230","48. MVA Total","49. MVA MT","50. MVA AT","50.1. MVA 69","50.2. MVA 88_138","50.3. MVA 230","51.1. Precipitacao","51.2. Descargas","51.3.1. Veg Urbana Ausente","51.3.2. Veg Urbana 0,25-5m","51.3.3. Veg Urbana 5-20m","51.3.4. Veg Urbana 20-30m","51.3.5. Veg Urbana 30-50m","51.3.6. Veg Urbana Nao Clas","51.3.7. Veg Rural Ausente","51.3.8. Veg Rural 0,25-5m","51.3.9. Veg Rural 5-20m","51.3.10. Veg Rural 20-30m","51.3.11. Veg Rural 30-50m","51.3.12. Veg Rural Nao Clas","51.3.13. Altura Ponderada Urb","51.3.14. Altura Ponderada Rural","51.4. Declividade","51.5. Pavimentacao","51.5.1. Acessos Pavimentados","51.5.2. Acesso Nao Pavimentado","51.5.3. Interseccoes Pav","51.5.4. Interseccoes Nao Pav","51.6. Area Atuacao","51.6.1. Area Atuacao Rur","51.6.2. Area Atuacao Urb","51.7. Irradiacao","51.8. Queimadas","51.9. Temperatura","51.10. Área de Conservação","51.11. Terras Indígenas","57. Potencia GD","58. UC GD","59. Potencia GD por Demanda Tot","60. UC GD por UC Total","61. Compensacoes Q","62. Compensacoes Reais"
"418","D13","CELPA",2006,"2006D13",9,41.85,32.97,NA,35.11,33.83,NA,1.15358599990263,1392937,NA,NA,NA,4931037.713,373647.685000001,1659626.423,2897763.605,0.00897294254853631,0.316831028404406,0.674196029047057,529661876.410736,1.0312816205772,263171094.13,68032043.43,16061104.23,148817511.96,2109255.77,12300795.4,15850383.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130974272.537239,198855684.930718,11974012.0410087,88144,0.0670474011373352,NA,NA,NA,NA,NA,NA,41126.2222754752,15575.64,25548,2974.04,1145.14,1801.54,27.36,41124.9311377376,1.29113773760917,34052,87,62,21,4,15,46,27,17,2,1658.35,159.35,1499,910.8,408.2,180,2063.3798828125,6.91367816925049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.387747049,0.185721089,NA,NA,NA,NA,109614.8359,NA,NA,NA,NA,26.5574496748121,NA,NA,NA,NA,NA,NA,NA,NA
"419","D14","CELPE",2006,"2006D14",9,15.82,25.49,NA,9.37,25.73,NA,0.492400943070425,2539815,NA,NA,NA,8629157.064,1266696.948,2713974.425,4648485.691,0.0128350806211847,0.280154759616351,0.707010159762464,729129075.565886,0.876782605083124,313818752.92,112095260,21584779.71,160510692.39,635947.18,11285331.71,7706741.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258040279.131232,337463354.039537,6476582.51745264,68527,0.0280304753240846,NA,NA,NA,NA,NA,NA,106225.937461107,42107.52,64098.48,3525.77,3359.17,158.3,8.3,106215.968730553,9.96873055342573,89371,214,207,7,NA,NA,117,114,3,NA,2475.52,NA,2475.52,2340.17,135.35,NA,697.453979492188,1.78305900096893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.945930958,0.343753584,NA,NA,NA,NA,77137.64844,NA,NA,NA,NA,24.7559420381578,NA,NA,NA,NA,NA,NA,NA,NA
"420","D15","CELTINS",2006,"2006D15",9,51.11,53.3,NA,35.88,44.5,NA,0.882601977359445,344989,NA,NA,NA,966762.247000006,NA,243701.702000001,723060.545000005,NA,0.227149697659284,0.772850302340716,179737549.642123,1.0312816205772,89305019.07,23298043.29,6897627.19,50314478.96,884942.29,5020372.14,2889555.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60796838.0468367,45498337.3492693,24785919.2354923,16473,0.0520199452421629,NA,NA,NA,NA,NA,NA,40133.819,5657.759,34476.06,2223,664,1559,NA,40133.819,NA,24000,67,22,45,NA,54,33,14,19,NA,792,70.025,721.975,126,595.975,NA,1557.56994628906,10.0761709213257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.327412844,0.186689014,NA,NA,NA,NA,103506.5469,NA,NA,NA,NA,26.0674556407156,NA,NA,NA,NA,NA,NA,NA,NA
"421","D16","CEMAR",2006,"2006D16",9,42.4,63.03,NA,24.55,45.34,NA,0.607080016160795,1348877,NA,NA,NA,2893109.42000001,122547.908000001,648731.540000001,2121829.97200001,0.00816439904861717,0.20745360289739,0.784381998053993,309880548.446129,0.876782605083124,131993565.647668,60189730.11,4735856.58,62608892.73,387209.44,405215.04,3666661.74766777,NA,NA,878827.311753633,657385.868943459,NA,NA,NA,NA,NA,NA,NA,NA,169332038.567178,214817236.368285,11866841.8986756,105187,0.0838544992462526,NA,NA,NA,NA,NA,NA,59958.6807750001,19537.1697750001,40367.171,3181.26,2762.28,417.33,1.65,59931.5107750001,27.17,31332,82,78,4,NA,21,60,57,3,NA,1133.25,60.5,1072.75,912.75,160,NA,1475.60998535156,5.13666105270386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.525158405,0.231265096,NA,NA,NA,NA,124149.7109,NA,NA,NA,NA,26.9899265806277,NA,NA,NA,NA,NA,NA,NA,NA
"422","D17","EMT",2006,"2006D17",9,25.78,39.6,NA,26.38,36.43,NA,0.687569283280236,827664,NA,NA,NA,4363421.39500001,384033.542000001,1447730.199,2531657.65400001,0.0338557972908931,0.296214814520024,0.669929388189082,447005338.815179,0.921207295510302,201912056.28,60291725.45,13231058.2,107838945.03,1927625.89,9866999.38,8755702.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124416854.356498,179591492.867051,10446536.48655,31660,0.0399957048200762,NA,NA,NA,NA,NA,NA,63608.6897749366,10110,53498.6897749366,3526.822,373.739,3153.083,NA,63608.6897749366,NA,50851,64,9,54,1,47,51,7,43,1,1697.205,358.38,1338.825,101.875,1203.75,33.2,1698.2900390625,8.12369155883789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.136756897,0.184632901,NA,NA,NA,NA,215185.7969,NA,NA,NA,NA,25.3179551007903,NA,NA,NA,NA,NA,NA,NA,NA
"423","D18","CEMIG",2006,"2006D18",9,13.03,13.47,NA,6.43,10.27,NA,0.796715120839053,6239806,NA,NA,NA,36622858.705,16543231.231,7344426.369,12735201.105,0.0647468424742275,0.217163316385438,0.718089841140334,2797737137.99416,1.02035278918184,1374571900.47,895354445.18,58725980.27,350564875.98,1571872.78,31758000,36596726.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175003365.76591,1259108418.84338,223149116.512686,154018,0.0256729955984293,NA,NA,NA,NA,NA,NA,396346.72,63141.55,332375.17,15409,4513,10896,NA,395931.72,415,620735,539,173,364,2,33,354,113,240,1,8855.58,100.25,8755.33,1108,7047.33,600,1201.39001464844,5.46956205368042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.861937523,0.253045513,NA,NA,NA,NA,425628.3125,NA,NA,NA,NA,22.3406830634105,NA,NA,NA,NA,NA,NA,NA,NA
"424","D19","CEPISA",2006,"2006D19",9,51.67,34.79,NA,40.44,27.42,NA,1.48001639093706,768531,NA,NA,NA,1605507.08750001,108905.191000001,358586.347500001,1138015.549,0.0199050758949182,0.123760900816528,0.856334023288554,314448304.09093,0.876782605083124,133943816.12,77282387.82,6337946.59,47303112.48,805818.52,65799.07,2148751.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66649091.596449,81691662.3228107,2180405.64431637,14904,0.020448932550354,NA,NA,NA,NA,NA,NA,39133.5,10933.518395109,28199.981604891,1951.8,1810.8,141,NA,39133.5,NA,13461,62,60,2,NA,26,40,39,1,NA,788,59,729,609,120,NA,960.184997558594,5.11210823059082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.266462088,0.367114601,NA,NA,NA,NA,70619.85156,NA,NA,NA,NA,27.0577231399074,NA,NA,NA,NA,NA,NA,NA,NA
"425","D20","CERON",2006,"2006D20",9,38.28,52.03,NA,42.7,54.66,NA,0.758461107642942,402549,NA,NA,NA,1518123.99000001,10216.5000000006,477923.658000001,1029983.832,0.0001292532103262,0.191606353026004,0.80826439376367,217370750.918293,1.0312816205772,107804159.65,46670076.04,2384515.03,52748400.49,164743.08,3573858.3,2262566.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36847433.4292589,59191695.7755658,3463529.0319422,9631,0.0254642849588595,NA,NA,NA,NA,NA,NA,31327,5105,26222,432,100,332,NA,31327,NA,60393.67,2,NA,2,NA,25,1,NA,1,NA,53.2,NA,53.2,NA,53.2,NA,1746.02001953125,6.98092222213745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.797736883,0.188243824,NA,NA,NA,NA,59635.69922,NA,NA,NA,NA,25.6702488168053,NA,NA,NA,NA,NA,NA,NA,NA
"426","D21","CERR",2006,"2006D21",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0312816205772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","D22","CFLO",2006,"2006D22",9,2.79,9.18,NA,2.85,10.18,NA,0.291941137948303,44894,NA,NA,NA,221930.064000006,NA,108526.474000001,113403.590000005,NA,0.213367679315898,0.786632320684102,19239108.3579021,1.02627976080518,9515069.28,5118518.14,535772.17,2967991.97,37537.66,801415.95,53833.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3168150.43333787,2836258.32160031,599619.260198017,376,0.00864050004596011,NA,NA,NA,NA,NA,NA,1103.061,562.236,540.825,NA,NA,NA,NA,1103.061,NA,1286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1731.13000488281,8.14727020263672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.297097206,0.266925169,NA,NA,NA,NA,1233.406128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","D23","CHESP",2006,"2006D23",9,17.3,22.57,NA,31.48,40.55,NA,0.771414866585775,27441,NA,NA,NA,71526.2370000053,NA,13855.1420000011,57671.0950000042,NA,0.119007278297331,0.880992721702669,14248871.0039878,0.921207295510302,6425783.20448346,3950813.39448346,491717.22,1482510.98,34641.52,196603.17,269496.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2512447.06014475,3320120.07409161,401996.225624492,494,0.0185609618636107,NA,NA,NA,NA,NA,NA,2726.6,381.6,2345,44.2,44.2,NA,NA,2726.6,NA,3439,1,1,NA,NA,6,1,1,NA,NA,35.55,28.05,7.5,7.5,NA,NA,1480.5400390625,8.73778533935547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.598595619,0.232651559,NA,NA,NA,NA,2884.01416,NA,NA,NA,NA,24.0174363844744,NA,NA,NA,NA,NA,NA,NA,NA
"429","D24","CJE",2006,"2006D24",9,4.61,11.96,NA,5.99,14.52,NA,0.398992970139215,28658,NA,NA,NA,508145.562000006,134143.225000001,269702.223000001,104300.114000004,0.0525515073902878,0.529984715542606,0.417463777067106,18278977.6096169,1.02035278918184,8982523.17,3857962.25,598863.4,4223229.24,76573.51,47894.77,178000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4026155.23027008,6482798.30551383,309409.76014169,12,0.000431732325957906,NA,NA,NA,NA,NA,NA,817.031424420827,376,438,13.929,NA,13.929,NA,815.515712210414,1.51571221041364,902,5,NA,5,NA,3,2,NA,2,NA,175.55,46.8,128.75,NA,128.75,NA,1471.40002441406,7.02155017852783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.726140499,0.983185383,NA,NA,NA,NA,338.5411987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","D24f","NOVA SC (FUSÃO)",2006,"2006D24f",9,NA,13.752,NA,8.112,18.128,NA,0.223742277140335,353621,NA,NA,NA,2147903.95150003,240230.709500003,865630.502000006,1042042.74000002,0.056107458010329,0.289334395146485,0.654558146843186,164927687.013791,1.02035278918184,81050005.17,44040844.84,4906019.29,28793390.82,320533.46,403419.52,2585797.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44936408.162853,48776844.0709634,NA,2559,0.00765102477090279,NA,NA,NA,NA,NA,NA,16110.1399841398,4140.03,11958.41,456.689,426.68,30.009,NA,16104.2899920699,5.84999206991164,13831,47,22,23,2,37,29,15,13,1,1351.06,316.93,1034.13,195.63,688.5,150,7058.88000488281,37.709942817688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.31601572,NA,NA,NA,NA,NA,14820.5944207,NA,NA,NA,NA,20.5296198623198,NA,NA,NA,NA,NA,NA,NA,NA
"431","D25","MOCOCA",2006,"2006D25",9,7.81,15.5,NA,10.05,18.12,NA,0.52925336466567,37144,NA,NA,NA,179878.395000005,NA,62957.611000001,116920.784000004,NA,0.177737717593573,0.822262282406427,18130652.9341467,1.02035278918184,8903363.98,4077658.01,514226.3,4146252.77,52605.16,33621.74,79000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3916978.9747213,5325249.77628621,357919.537157833,189,0.00517538815411156,NA,NA,NA,NA,NA,NA,1378,425,953,NA,NA,NA,NA,1378,NA,1098,NA,NA,NA,NA,5,NA,NA,NA,NA,52.5,52.5,NA,NA,NA,NA,1421,8.26373672485352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.933543205,0.377328386,NA,NA,NA,NA,1601.095459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","D26","CPFL STA CRUZ",2006,"2006D26",9,6.71,14.08,NA,8.56,28.25,NA,0.389785674778761,176354,NA,NA,NA,782289.925500007,42975.844500001,269238.011000002,470076.070000005,0.056957798482064,0.286103038737883,0.656939162780053,75394369.4274175,1.02035278918184,37065396.06,22960310.29,1885030.19,9852258.34,51000,238000,2078797.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20102032.4260562,17237809.25925,3517140.59429362,1479,0.00914571932102773,NA,NA,NA,NA,NA,NA,8415.44,2048.03,6367.41,434.76,426.68,8.08,NA,8415.44,NA,7807,38,22,14,2,5,25,15,9,1,767.11,31.73,735.38,195.63,389.75,150,1400.82995605469,6.7143988609314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.133787632,0.409823652,NA,NA,NA,NA,7428.170898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","D27","CNEE",2006,"2006D27",9,6.77,11.96,NA,8.91,15.25,NA,0.575157903393826,90307,NA,NA,NA,423662.377000006,2962.84200000104,137630.005000001,283069.530000004,0.00439325240211686,0.249820200582642,0.745786547015241,36202293.1557404,1.02035278918184,17820351.92,6893919.24,1283298.04,8111950.12,128171.73,1184474.76,218538.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7095547.49746612,8178493.00139357,1524941.06152669,387,0.00439258595053517,NA,NA,NA,NA,NA,NA,2638.97,945.99,1692.98,163.3,151.5,11.8,NA,2638.97,NA,3118,26,10,16,NA,8,8,5,3,NA,275.26,30.98,244.28,64.38,179.9,NA,1305.92004394531,6.73426580429077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.633571625,0.422505064,NA,NA,NA,NA,2853.795166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","D28","COCEL",2006,"2006D28",9,13.95,15.92,NA,10.45,10.48,NA,0.936696842993594,34594,NA,NA,NA,186740.940000005,NA,100870.709000001,85870.2310000043,NA,0.369498481977138,0.630501518022862,16007193.185915,1.02627976080518,7906069.02,5265277.76,614648.86,1901416.6,NA,21817.22,102908.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4947815.47690229,4223562.18813531,606608.890226937,570,0.017096067904382,NA,NA,NA,NA,NA,NA,1803.7,637,1166,NA,NA,NA,NA,1803.35,0.35,2759,1,NA,1,NA,1,1,NA,1,NA,43.67,2,41.67,NA,41.67,NA,1454.85998535156,6.99833822250366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.07493401,0.551107267,NA,NA,NA,NA,1228.368286,NA,NA,NA,NA,17.87808166472,NA,NA,NA,NA,NA,NA,NA,NA
"435","D29","COELBA",2006,"2006D29",9,14.81,27.75,NA,7.76,19.63,NA,0.464503494834621,3644727,NA,NA,NA,12080484.26,2141704.891,3693662.775,6245116.594,0.0355869136507205,0.287098742184661,0.677314344164619,933702849.730845,0.876782605083124,400640939.57,181903864.88,19954918.69,173359604.98,1007511.53,14345484.69,10069554.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516912236.418405,626997462.937927,63050013.3470437,136266,0.0373027872381139,NA,NA,NA,NA,NA,NA,161068.128333333,54963.83,105905.31,8051.408,5243.6,2803.9,3.908,160968.634166667,99.4941666666667,100775,263,225,38,NA,86,182,154,28,NA,3991.46,215.1,3776.36,2883.15,893.21,NA,835.35400390625,2.05530095100403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.126615047,0.355444349,NA,NA,NA,NA,190938.25,NA,NA,NA,NA,24.3067678068878,NA,NA,NA,NA,NA,NA,NA,NA
"436","D30","COELCE",2006,"2006D30",9,11.42,24.48,NA,9.11,22.52,NA,0.435516287628136,2416167,NA,NA,NA,6898065.39800001,1204165.956,1848316.681,3845582.761,0.0230353947414882,0.153549969655804,0.823414635602708,583398685.508695,0.876782605083124,248600413.95,93627923.7,10724505.26,137047372.7,1188213.64,390000,5622398.65,NA,NA,774859.041571694,579614.877166109,NA,NA,NA,NA,NA,NA,NA,NA,211972938.17574,317688448.989382,27297726.987615,61956,0.0266400421039596,NA,NA,NA,NA,NA,NA,92397.41,34577,57558,3852,3852,NA,NA,92266.205,131.205,90681,146,146,NA,NA,NA,93,93,NA,NA,2065.525,NA,2065.525,2065.525,NA,NA,885.151000976562,1.87998402118683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.986709356,0.37230865,NA,NA,NA,NA,102950.0625,NA,NA,NA,NA,26.4177804338014,NA,NA,NA,NA,NA,NA,NA,NA
"437","D31","COOPERALIANÇA",2006,"2006D31",9,3.74,NA,NA,2.64,NA,NA,NA,27987,NA,NA,NA,119213.040000005,NA,52951.7650000011,66261.2750000043,NA,0.252162144551056,0.747837855448944,13841769.2460642,1.02627976080518,6851000,3801000,865000,1798000,31000,297000,59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585105.6223479,4484204.67741243,17543.1591789127,NA,NA,NA,NA,NA,NA,NA,NA,1142.26,748.83,393.43,NA,NA,NA,NA,1142.26,NA,1145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1488.5,5.32447385787964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.645644188,0.883013623,NA,NA,NA,NA,419.3366699,NA,NA,NA,NA,19.0794925178451,NA,NA,NA,NA,NA,NA,NA,NA
"438","D32","COPEL",2006,"2006D32",9,14.79,14.29,NA,13.66,14.02,NA,1.00465594986269,3345315,NA,NA,NA,20737581.521,4164905.746,7227772.174,9344903.601,0.0364434523814514,0.263486608020626,0.700069939597923,1347433122.17738,1.02627976080518,666028852.43,424891357.36,53846474.6,156773796.03,1277755.19,2867648.02,26371821.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563978707.78882,432288592.456679,84192644.5789055,27625,0.00848286721833196,NA,NA,NA,NA,NA,NA,207643.75917696,41275.24,165757.43,5448,1106.6,4341.4,NA,207338.21458848,305.544588479961,310834,172,55,117,NA,225,101,30,71,NA,7786.44,1420.75,6365.69,1922.72,4442.97,NA,1556.88000488281,8.49120235443115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.61225605,0.307950074,NA,NA,NA,NA,162613.8594,NA,NA,NA,NA,19.8341557831667,NA,NA,NA,NA,NA,NA,NA,NA
"439","D33","COSERN",2006,"2006D33",9,12.48,21.52,NA,8.33,18.45,NA,0.515708082731385,913479,NA,NA,NA,3736182.72150001,837023.926500001,1119528.439,1779630.35600001,0.0753917031866311,0.236271865316687,0.688336431496681,255192163.92788,0.876782605083124,109764056.03,50550013.72,6452188.67,45219182.32,285193.97,3601998.49,3655478.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98195845.3685984,137539372.56787,8688236.11673066,27776,0.0323858694258084,NA,NA,NA,NA,NA,NA,35051,13694,21357,1998.37,1840.17,158.2,NA,35051,NA,26554,67,67,NA,NA,NA,53,53,NA,NA,922.4,NA,922.4,922.4,NA,NA,756.041015625,2.0687780380249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.246716738,0.371056517,NA,NA,NA,NA,37324.64453,NA,NA,NA,NA,26.8224767460469,NA,NA,NA,NA,NA,NA,NA,NA
"440","D34","CPEE",2006,"2006D34",9,7.99,14,NA,7.8,14,NA,0.563928571428571,46900,NA,NA,NA,273558.775000005,NA,102773.252000001,170785.523000004,NA,0.231588296677031,0.768411703322969,26116775.7992358,1.02035278918184,12823934.9,6207267.41,679250.88,5677277.53,61627.72,46511.36,152000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6045854.52004144,8511110.59813143,335556.124493176,239,0.00519847743338771,NA,NA,NA,NA,NA,NA,2209.668559719,570,1631,NA,NA,NA,NA,2205.3342798595,4.334279859498,1266,2,NA,2,NA,13,1,NA,1,NA,189.4,109.4,80,NA,80,NA,1453.15002441406,6.74638605117798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.902338028,0.571075324,NA,NA,NA,NA,2428.394043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","D35","CPFL - Piratininga",2006,"2006D35",9,6.75,10.31,NA,5.67,9.08,NA,0.63957675495755,1250039,NA,NA,NA,13236095.754,5718342.724,3822034.718,3695718.312,0.0867432061982729,0.277979766647635,0.635277027154093,363340621.647284,1.02035278918184,178921125.07,89013055.84,8003396.77,59300415.35,883315.45,1928000,19792941.66,NA,NA,5855739.80208135,4380246.88879628,NA,NA,NA,NA,NA,NA,NA,NA,163218944.473555,243932567.591341,13885632.1033069,1532,0.0012596633114016,NA,NA,NA,NA,NA,NA,20559.54,11082.97,9451.37,549.08,NA,515.91,33.17,20546.94,12.6,32201,98,NA,98,NA,1,40,NA,40,NA,2684.27,19.4,2664.87,NA,2664.87,NA,1388.05004882812,7.49458408355713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.77034235,0.748623134,NA,NA,NA,NA,5469.480469,NA,NA,NA,NA,20.4084890237894,NA,NA,NA,NA,NA,NA,NA,NA
"442","D36","CPFL - Paulista",2006,"2006D36",9,6.59,9.85,NA,5.49,8.52,NA,0.656700865089011,3250216,NA,NA,NA,23065652.966,5175753.195,8141748.878,9748150.893,0.074546126591906,0.389833786203668,0.535620087204426,854671421.782946,1.02035278918184,420901401.9,208151883.05,24656943.6,139640662.64,1782740.39,3409267.41,43259904.81,NA,NA,11086216.5775275,8292780.64147869,NA,NA,NA,NA,NA,NA,NA,NA,536486910.357678,605503384.42237,44010877.2285904,4178,0.0013169673815738,NA,NA,NA,NA,NA,NA,78030.5335830746,33195,44775.069,5787.35,1993.179,3794.171,NA,78000.3012915373,30.2322915373272,102070,362,120,242,NA,14,244,75,169,NA,6649.391,82.8,6566.591,867.674,5698.917,NA,1376.93994140625,7.04934692382812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.174725056,0.448842149,NA,NA,NA,NA,69797.64063,NA,NA,NA,NA,21.8986306884846,NA,NA,NA,NA,NA,NA,NA,NA
"443","D37","CSPE",2006,"2006D37",9,10.6,13.22,NA,8.16,15.75,NA,0.65995533463007,64565,NA,NA,NA,404031.294000006,63111.6400000009,160959.405000001,179960.249000004,0.00590906678783366,0.31033742212328,0.683753511088886,27006911.2433736,1.02035278918184,13274787.06,6937646.88,1228648.52,4894372.94,78727.07,37391.65,98000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7775364.53050186,10687257.1457771,719201.581664157,640,0.0102463937496998,NA,NA,NA,NA,NA,NA,3290,721,2569,8,NA,8,NA,3290,NA,2758,2,NA,2,NA,11,1,NA,1,NA,166.5,76.5,90,NA,90,NA,1312.5,8.96387100219727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.620206356,0.414618851,NA,NA,NA,NA,3024.392822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","D38","DEMEI",2006,"2006D38",9,14.61,14.69,NA,14.65,20.83,NA,0.848933324226362,25090,NA,NA,NA,89457.0942900055,NA,21212.9360000011,68244.1582900044,NA,0.079816455133885,0.920183544866115,8028978.41186369,1.02627976080518,3971360.39,2862100.86,501401.15,492926.67,20120.4,1551.75,93259.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999035.858405959,1698776.7133988,2381.96678834513,NA,NA,NA,NA,NA,NA,NA,NA,404.1,295.42,108.68,NA,NA,NA,NA,404.1,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891,12.7782258987427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.414228439,0.795509614,NA,NA,NA,NA,82.31502533,NA,NA,NA,NA,19.3374196395993,NA,NA,NA,NA,NA,NA,NA,NA
