"","Código","Empresa","ANO","COD&ANO","col","1. DEC Apurada","1.1. DEC Limite","1.2. DEC V8","2. FEC Apurada","2.1. FEC Limite","2.2. FEC V8","5. DGC","6. UC Total","7. UC AT","8. UC MT","9. UC BT","10. Mercado Total","11. Mercado AT","12. Mercado MT","13. Mercado BT","14. Peso AT","15. Peso MT","16. Peso BT","18. Custos Operacionais","18.0. Ind Salarial","18.1. Custos Operacionais H","18.2. Pessoal","18.3. Materiais","18.4. Serv Terceiros","18.5. Seguros","18.6. Tributos","18.7. Outros","18.8. Estagiario","18.9. Comunicacao","19. Cond. Trab.","19.1. Cond. Trab. H","19.3. Cond. Civeis H","19.5. Cond. Fiscais H","19.7. Cond. Ambientais H","19.9. Cond. Outras H","20. Contrib. CCEE","20.1. Contrib. CCEE H","21. Custos de Desativacao","21.1. Custos de Desativacao H","23. QRR","24. RC","25. Remuneracao OE","26. Ligacoes PLPT","26.1. Ligacoes PLPT sobre UC","27. Demanda Total","28. Demanda AT","29. Demanda MT","30. Demanda BT","34. PNT Medidas","35. Meta PNT","37. Rede","38. Rede BT","39. Rede MT","40. Rede AT","40.1. Rede 69","40.2. Rede 88_138","40.3. Rede 230","41. Rede Aerea","42. Rede Sub","43. Trafos Distribuicao","45. Trafos AT","45.1. Trafos 69","45.2. Trafos 88_138","45.3. Trafos 230","46. Subestacoes MT","47. Subestacoes AT","47.1. Subestacoes 69","47.2. Subestacoes 88_138","47.3. Subestacoes 230","48. MVA Total","49. MVA MT","50. MVA AT","50.1. MVA 69","50.2. MVA 88_138","50.3. MVA 230","51.1. Precipitacao","51.2. Descargas","51.3.1. Veg Urbana Ausente","51.3.2. Veg Urbana 0,25-5m","51.3.3. Veg Urbana 5-20m","51.3.4. Veg Urbana 20-30m","51.3.5. Veg Urbana 30-50m","51.3.6. Veg Urbana Nao Clas","51.3.7. Veg Rural Ausente","51.3.8. Veg Rural 0,25-5m","51.3.9. Veg Rural 5-20m","51.3.10. Veg Rural 20-30m","51.3.11. Veg Rural 30-50m","51.3.12. Veg Rural Nao Clas","51.3.13. Altura Ponderada Urb","51.3.14. Altura Ponderada Rural","51.4. Declividade","51.5. Pavimentacao","51.5.1. Acessos Pavimentados","51.5.2. Acesso Nao Pavimentado","51.5.3. Interseccoes Pav","51.5.4. Interseccoes Nao Pav","51.6. Area Atuacao","51.6.1. Area Atuacao Rur","51.6.2. Area Atuacao Urb","51.7. Irradiacao","51.8. Queimadas","51.9. Temperatura","51.10. Área de Conservação","51.11. Terras Indígenas","57. Potencia GD","58. UC GD","59. Potencia GD por Demanda Tot","60. UC GD por UC Total","61. Compensacoes Q","62. Compensacoes Reais"
"782","D41","EDEVP",2011,"2011D41",14,4.85,11.96,6.81,5.25,12.43,NA,0.413941820011462,163719,NA,NA,NA,761296.93,16154.892,236126.823,509015.215,0.00353712531236331,0.23334933537679,0.763113539310847,64716408.5178069,1.02035278918184,43185150.48,24608063.02,2176852.76,12831934.21,80018.57,562004.92,2926277,NA,NA,NA,NA,NA,NA,NA,NA,114121.141323273,85365.6055635314,NA,NA,11353917.2491064,13814232.7147305,2216411.75834243,970,0.00607411674828109,NA,NA,NA,NA,NA,NA,7662.93,1758.96,5903.97,10.52,NA,10.52,NA,7662.93,NA,7633,26,NA,26,NA,18,11,NA,11,NA,437.76,88.01,349.75,NA,349.75,NA,1332.75,7.881544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.032089,0.368037167,NA,NA,NA,NA,7655.3285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","D42","BRAGANTINA",2011,"2011D42",14,12.32,12.33,7.98,8.92,15.78,NA,0.782230733411661,133199,NA,NA,NA,1007797.889,291472.87,318869.491,397455.528,0.0159998102156999,0.253191775176141,0.730808414608159,54222940.3675655,1.02035278918184,36129784.56,17063566.67,1631690.76,12442375.54,81100.82,3335728.58,1575322.19,NA,NA,NA,NA,NA,NA,NA,NA,107000.515805034,80039.1909982076,NA,NA,11854849.6040025,17813069.1526375,2406117.61784323,3777,0.0293772215697408,NA,NA,NA,NA,NA,NA,6615.01,1565.47,4890.92,74.07,NA,74.07,NA,6535.7,79.31,10975,15,NA,15,NA,11,6,NA,6,NA,415.1,100.55,314.55,NA,314.55,NA,1458.43005371094,6.35131406784058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07842541,0.534304478,NA,NA,NA,NA,3522.005371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","D43","JOAOCESA",2011,"2011D43",14,12.44,11,6,6.72,10,NA,0.901454545454545,2664,NA,NA,NA,12398.59112,NA,3895.12312,8503.468,NA,0.212026890635763,0.787973109364237,2547701.44020449,1.02627976080518,1713190,1208720,77320,407210,1780,7130,11030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112705.763671628,200352.113657114,1814.90771552912,NA,NA,NA,NA,NA,NA,NA,NA,53.18,33.85,19.33,NA,NA,NA,NA,53.18,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1674,7.40909099578857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.801681995,1.000000713,NA,NA,NA,NA,14.55285263,NA,NA,NA,NA,17.8480641928308,NA,NA,NA,NA,NA,NA,NA,NA
"785","D44","EFLUL",2011,"2011D44",14,9.8,16,5,9.11,14,NA,0.631607142857143,5985,NA,NA,NA,89572.242,NA,67981.48,21590.762,NA,0.488883713138649,0.511116286861351,6632632.25768733,1.02627976080518,4460740,3053040,166730,1173110,10320,13180,44360,NA,NA,53898.8674898109,40317.7659205368,NA,NA,NA,NA,NA,NA,NA,NA,1058292.97396992,1768735.07338154,17812.1002244357,NA,NA,NA,NA,NA,NA,NA,NA,377.11,199.31,177.8,NA,NA,NA,NA,377.11,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.433468819,0.512564258,NA,NA,NA,NA,137.8794403,NA,NA,NA,NA,18.6121168468222,NA,NA,NA,NA,NA,NA,NA,NA
"786","D45","ELEKTRO",2011,"2011D45",14,9.19,9.63,7.5,5.49,8.4,NA,0.80394043910399,2253995,NA,NA,NA,15590834.57167,3772573.288,5114384.643,6703876.64067,0.0389084718056129,0.314305011804051,0.646786516390336,701023384.392808,1.02035278918184,467743622.07,242212000,33226000,161658663.21,1449000,4282000,24915958.86,NA,NA,NA,NA,NA,NA,NA,NA,1748983.14370136,1308285.24365649,NA,NA,345156360.07887,410212557.424464,16262347.5965639,54087,0.024737337019061,NA,NA,NA,NA,NA,NA,107089.07,24352.52,82674.15,1415.98,693.06,722.92,NA,107057.87,31.2,162285,179,39,140,NA,31,98,19,79,NA,3239.4,203.75,3035.65,276,2759.65,NA,1393.48999023438,8.16648864746094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.113241673,0.392084432,NA,NA,NA,NA,86584.97656,NA,NA,NA,NA,21.8918825554042,NA,NA,NA,NA,NA,NA,NA,NA
"787","D46","ELETROACRE",2011,"2011D46",14,46.23,46.42,12.54,45.25,40.78,NA,1.05275974591967,213096,NA,NA,NA,720929.293,NA,156887.513,564041.78,NA,0.127534168054327,0.872465831945673,112342198.91593,1.0312816205772,75948933.51,35915217.26,1439514.05,37173879.64,24171.71,373383.48,1022767.37,NA,NA,NA,NA,NA,NA,NA,NA,106999.149215632,80038.1687535081,NA,NA,20502747.5486953,40021296.3328635,5416207.86470584,38495,0.190785593568947,NA,NA,NA,NA,NA,NA,17370.24,3624.42,13745.82,410,170,240,NA,17370.24,NA,28365,6,6,NA,NA,10,2,2,NA,NA,184.1,51.1,133,133,NA,NA,1854.93994140625,5.82872200012207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.652431488,0.186270173,NA,NA,NA,NA,19517.64258,NA,NA,NA,NA,25.2574939617044,NA,NA,NA,NA,NA,NA,NA,NA
"788","D47","ELETROCAR",2011,"2011D47",14,21.54,15.94,8.09,17.13,17.5,NA,1.16508729162932,33394,NA,NA,NA,153409.454,NA,50556.518,102852.936,NA,0.192970861936893,0.807029138063107,17518345.166265,1.02627976080518,11757500,8883200,696400,1564600,46000,52300,515000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871207.70248618,2632386.22263064,324422.089872047,75,0.00228484386900229,NA,NA,NA,NA,NA,NA,2232.85,715.24,1517.61,31.55,31.55,NA,NA,2232.85,NA,2147,5,5,NA,NA,NA,3,3,NA,NA,51.25,NA,51.25,51.25,NA,NA,1882.5,8.88535022735596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.394187,0.397481994,NA,NA,NA,NA,1846.275269,NA,NA,NA,NA,18.5615542855296,NA,NA,NA,NA,NA,NA,NA,NA
"789","D48","ELETROPAULO",2011,"2011D48",14,11.15,8.74,6.06,5.75,6.99,NA,1.04917371334662,6315088,NA,NA,NA,45032910.239,6905762.64700001,14494904.814,23632242.778,0.0407074800651156,0.252100677338633,0.707191842596251,1556400653.7285,1.11207537937835,1113424786.31,507143056.31,51094000,418057000,2769000,27976000,106385730,NA,NA,NA,NA,NA,NA,NA,NA,5546652.19477417,4149041.25534386,NA,NA,738339940.236953,903665005.526042,31800834.5170285,NA,NA,NA,NA,NA,NA,NA,NA,47401.2,22679.23,18336.41,777.417,NA,777.417,NA,44208.42,3192.78,195048,415,NA,415,NA,12,206,NA,206,NA,13145.4,270,12875.4,NA,12875.4,NA,1485.88000488281,9.22438907623291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6581707,0.961350204,NA,NA,NA,NA,4223.233398,NA,NA,NA,NA,20.2580353318559,NA,NA,NA,NA,NA,NA,NA,NA
"790","D49","SANTAMARIA",2011,"2011D49",14,10.33,13.67,11.81,7.7,12.15,NA,0.694707102453181,92214,NA,NA,NA,417783.911,NA,106391.649,311392.262,NA,0.189566625872203,0.810433374127797,38986328.9784025,1.02035278918184,26005363.44,13954363.44,2560000,8244000,443000,62000,742000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11054100.7105621,18943087.8397314,1500310.19100055,9706,0.108971696100776,NA,NA,NA,NA,NA,NA,7661.765,718.81,6942.955,70.92,43.32,27.6,NA,7661.765,NA,10896,11,7,4,NA,NA,6,4,2,NA,424,NA,424,216,208,NA,1172.71997070312,3.54471492767334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.37170219,0.33101699,NA,NA,NA,NA,5153.155273,NA,NA,NA,NA,24.2909655778217,NA,NA,NA,NA,NA,NA,NA,NA
"791","D50","ENERGISA MG",2011,"2011D50",14,9.8,12.06,9.09,8.66,12.27,NA,0.759195059746094,393985,NA,NA,NA,1394097.575,225005.392,344926.272,824165.911000001,0.0623115219470051,0.192579708062253,0.745108769990742,128650714.912321,1.02035278918184,85931785.62,29877326.86,5059235.84,47476517.84,349770.57,68090.12,3100844.39,NA,NA,NA,NA,NA,NA,NA,NA,168499.857297896,126042.310730642,NA,NA,38243835.2201858,42620068.0107674,8902840.13411232,27097,0.0708420152732425,NA,NA,NA,NA,NA,NA,25482.19345,3219.31345,22262.88,1055.894,486.734,569.16,NA,25482.19345,NA,55543,55,25,30,NA,6,38,24,14,NA,881.775,17.45,864.325,233.6,630.725,NA,1398.90002441406,5.67487812042236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.95472622,0.402353445,NA,NA,NA,NA,15920.33887,NA,NA,NA,NA,20.8938488506347,NA,NA,NA,NA,NA,NA,NA,NA
"792","D51","ENERGISA MS",2011,"2011D51",14,11.97,14.94,9.55,8.34,12.44,NA,0.735811412853988,844240,NA,NA,NA,3991830.704,231377.243,1351386.876,2409066.585,0.01977460995974,0.317321917443543,0.662903472596717,375983536.827958,0.921207295510302,229100000,91464000,7027000,113562000,732000,1219000,15096000,NA,NA,NA,NA,NA,NA,NA,NA,602450.77839673,450648.976374806,NA,NA,122480276.945426,205644663.947677,15529346.6756895,37038,0.045695405907906,NA,NA,NA,NA,NA,NA,78935.348,12290.484,66644.864,3776.7,427.4,3349.3,NA,78935.348,NA,49737,98,9,89,NA,43,50,6,44,NA,1764.75,160,1604.75,57.25,1547.5,NA,1337.81005859375,10.4954795837402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.309700966,0.188828277,NA,NA,NA,NA,124480.3359,NA,NA,NA,NA,23.6336886986639,NA,NA,NA,NA,NA,NA,NA,NA
"793","D52","ENF",2011,"2011D52",14,13.36,14.59,6.3,10.33,12.96,NA,0.856381791604261,94403,NA,NA,NA,343050.254,10412.638,94257.2089999999,238380.407,0.00208983474628735,0.144276853382891,0.853633311870821,36960162.132905,1.02035278918184,24701127.75,7734295.73,1291648.77,14970247.95,96248.29,27718.21,580968.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8388338.31974724,12228542.8644664,432726.571857702,498,0.00531251000096009,NA,NA,NA,NA,NA,NA,1934.3723,819.3823,1114.99,15.56,15.56,NA,NA,1934.3723,NA,3347,6,4,2,NA,1,5,3,2,NA,127.02,0.27,126.75,108,18.75,NA,1767.80004882812,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.30250168,0.435080666,NA,NA,NA,NA,817.56073,NA,NA,NA,NA,22.1745640058853,NA,NA,NA,NA,NA,NA,NA,NA
"794","D53","ENERGISA PB",2011,"2011D53",14,28.99,30.09,10.21,15.79,20.99,NA,0.857852993346465,1167518,NA,NA,NA,3629972.991,754235.877,792518.655999999,2083218.458,0.0439887268839452,0.196747596885705,0.759263676230349,330328836.700176,0.876782605083124,192387984.13,97181423.4,11885058.16,75842093.57,634174.43,187473.38,6657761.19,NA,NA,NA,NA,NA,NA,NA,NA,496120.660582295,371111.260649036,NA,NA,82376520.1105088,121615975.248416,9937977.12455208,61267,0.0556701461833143,NA,NA,NA,NA,NA,NA,66849,28464,38385,2089,2089,NA,NA,66849,NA,47457,79,79,NA,NA,NA,61,61,NA,NA,949.25,NA,949.25,949.25,NA,NA,813.247985839844,1.89415597915649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.787188053,0.355402531,NA,NA,NA,NA,44559.21875,NA,NA,NA,NA,25.2289489963847,NA,NA,NA,NA,NA,NA,NA,NA
"795","D54","ESCELSA",2011,"2011D54",14,10.48,11.21,3.94,6.38,8.99,NA,0.822278495582861,1280926,NA,NA,NA,9879939.401,4466534.66,1831479.381,3581925.36,0.177129831957393,0.272007933082596,0.550862234960011,374490418.47432,1.02035278918184,250284000,105575000,9498000,124665000,961000,1849000,7736000,NA,NA,6013009.05335,4497888.41179017,NA,NA,NA,NA,1017895.3386756,761412.398954142,NA,NA,145208258.630295,217834763.911985,9186212.05818417,50542,0.0408341668430637,NA,NA,NA,NA,NA,NA,56511.378,8765.566,47739.524,2647.635952,988.22364,1659.412312,NA,56508.234,3.144,88542,124,41,83,NA,22,63,26,37,NA,3101.726,487.838,2613.888,424.17,2189.718,NA,1224.76000976562,3.47481298446655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.60520267,0.357422215,NA,NA,NA,NA,38595.97656,NA,NA,NA,NA,23.8478100193017,NA,NA,NA,NA,NA,NA,NA,NA
"796","D55","ENERGISA SE",2011,"2011D55",14,22.28,16.53,11,14.58,14.38,NA,1.18088029771806,625188,NA,NA,NA,3057431.168,938652.841,841653.840000001,1277124.487,0.0647208334955667,0.256900266428059,0.678378900076374,208772408.333025,0.876782605083124,121963462.29,62725344.53,11141117.87,43782423.83,380537.83,181361.38,3752676.85,NA,NA,NA,NA,NA,NA,NA,NA,364014.896956239,272292.686109674,NA,NA,56952229.7777722,81881599.6438394,6667478.49314198,50960,0.0855515861290929,NA,NA,NA,NA,NA,NA,25182.96,7167.5,18015.46,1024.5,1017.4,NA,7.1,25182.96,NA,34841,35,35,NA,NA,NA,27,27,NA,NA,552.2,NA,552.2,552.2,NA,NA,997.578979492188,1.25794005393982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.890042782,0.525487847,NA,NA,NA,NA,15808.94336,NA,NA,NA,NA,25.708596785401,NA,NA,NA,NA,NA,NA,NA,NA
"797","D56","FORCEL",2011,"2011D56",14,1.26,14,6,4.15,13,NA,0.204615384615385,6470,NA,NA,NA,43003.641,NA,24933.291,18070.35,NA,0.304620597861218,0.695379402138782,4687565.44833468,1.02627976080518,3147882.84,2533521.23,127843.72,315076.43,40894.08,65667.96,64879.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579768.336646659,695566.560860667,38873.2665942069,NA,NA,NA,NA,NA,NA,NA,NA,7.12,4.77,2.35,NA,NA,NA,NA,7.12,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1717,9.20937347412109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.19446659,0.420695323,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1510755195109,NA,NA,NA,NA,NA,NA,NA,NA
"798","D57","HIDROPAN",2011,"2011D57",14,8.33,25,10,15.11,22,NA,0.510009090909091,15828,NA,NA,NA,101242.096,NA,54989.672,46252.424,NA,0.175089681861496,0.824910318138504,7254624.74837131,1.02627976080518,4865399.36,3123860.33,449383.56,1098118.4,26590.08,60995.95,106451.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1391033.86798059,2606986.74980774,94205.6772892536,NA,NA,NA,NA,NA,NA,NA,NA,449.2,248.42,200.78,NA,NA,NA,NA,449.2,NA,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902.5,9.4173002243042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.350199699,0.559806586,NA,NA,NA,NA,283.4683533,NA,NA,NA,NA,19.0644428837394,NA,NA,NA,NA,NA,NA,NA,NA
"799","D58","IENERGIA",2011,"2011D58",14,10.91,13,9,14.12,13,NA,0.962692307692308,30388,NA,NA,NA,212006.41,NA,105717.042,106289.368,NA,0.336802099834968,0.663197900165032,14943279.4299348,1.02627976080518,10041419.5,7477830.5,545305,1791485,35839,63715,127245,NA,NA,NA,NA,NA,NA,NA,NA,6187.33119508734,4628.28594392128,NA,NA,2053114.24091851,2766452.24425767,623951.61097448,1373,0.046327226102507,NA,NA,NA,NA,NA,NA,2358.59,921.76,1436.83,NA,NA,NA,NA,2358.59,NA,2591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857.7099609375,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.88336658,0.277191027,NA,NA,NA,NA,1197.377686,NA,NA,NA,NA,18.8883946323652,NA,NA,NA,NA,NA,NA,NA,NA
"800","D60","LIGHT",2011,"2011D60",14,16.73,9.68,6.22,7.76,8.15,NA,1.34022651219389,3698362,NA,NA,NA,27595661.797,8324952.773,6274707.50300001,12996001.521,0.114592733669609,0.236067310834841,0.64933995549555,935972896.378107,1.04780059954901,639982000,209870000,25966000,361803000,1799000,11796000,28748000,NA,NA,33952482.3932949,25397346.9444936,NA,NA,NA,NA,3681847.365402,2754118.3543696,NA,NA,691690514.430647,1065408528.53461,10610092.8304172,1001,0.000273084209239795,NA,NA,NA,NA,NA,NA,66300.58,35665.6,19132.22,1889.2,NA,1773.4,115.8,60549.2,5751.38,83980,285,NA,282,3,113,89,NA,88,1,9566.6,794,8772.6,NA,8572.6,200,1437.7900390625,12.4163551330566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.78548431,0.66394981,NA,NA,NA,NA,10237.91016,NA,NA,NA,NA,21.3590234988849,NA,NA,NA,NA,NA,NA,NA,NA
"801","D61","MUXFELDT",2011,"2011D61",14,1.89,15,5,1.33,13,NA,0.114153846153846,9369,NA,NA,NA,55084.348,NA,29694.739,25389.609,NA,0.312317383462164,0.687682616537836,2325719.24237028,1.02627976080518,1561500,1232600,63900,171600,3000,1800,88600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442130.784639972,909778.151309549,33402.5601082241,NA,NA,NA,NA,NA,NA,NA,NA,177.78,100.18,77.6,NA,NA,NA,NA,177.78,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,8.68720436096191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.312871933,0.964010937,NA,NA,NA,NA,69.45746613,NA,NA,NA,NA,17.3651071056372,NA,NA,NA,NA,NA,NA,NA,NA
"802","D62","RGE",2011,"2011D62",14,15.08,16.35,8.37,9.4,13.17,NA,0.818033757566892,1304352,NA,NA,NA,9096045.204,1066322.396,4244652.988,3785069.82,0.0209752453974803,0.41267059191094,0.566354162691579,306629910.183825,1.02627976080518,205493000,83582000,16017000,90412000,515000,845000,14122000,NA,NA,2976388.63296857,2226416.72787019,NA,NA,NA,NA,1103715.72253522,825608.295988843,NA,NA,156948134.485427,266373986.542132,8649150.55132361,15387,0.0122379735881831,NA,NA,NA,NA,NA,NA,78490.6471371664,30447.664354446,48029.3166291908,1537.36,1320.56,216.8,NA,78483.8140604016,6.833076764828,80349,106,79,27,NA,8,60,45,15,NA,2289.61,38.63,2250.98,1541.85,709.13,NA,1841.0400390625,8.29483604431152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.634894,0.384331532,NA,NA,NA,NA,52034.66406,NA,NA,NA,NA,NA,NA,NA,3.96,1,NA,7.66664213341184e-07,NA,NA
"803","D63","SULGIPE",2011,"2011D63",14,15.45,21.77,16.27,14.26,16.69,NA,0.782048035827471,125007,NA,NA,NA,301786.332,57558.218,81809.854,162418.26,0.0289072904590223,0.207981122133594,0.763111587407384,47939284.2355097,0.876782605083124,28224000,16739000,2371000,6047000,146000,2449000,472000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5679563.56427489,8788925.81252448,3587267.06181539,14253,0.117386899908581,NA,NA,NA,NA,NA,NA,7246.57,2506.02,4740.55,106.12,106.12,NA,NA,7246.57,NA,9156,8,8,NA,NA,NA,4,4,NA,NA,40,NA,40,40,NA,NA,1169.7900390625,0.750672996044159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.144367695,0.411580649,NA,NA,NA,NA,5128.860352,NA,NA,NA,NA,25.0973956553588,NA,NA,NA,NA,NA,NA,NA,NA
"804","D64","UHENPAL",2011,"2011D64",14,15.95,19,12,10.29,19,NA,0.690526315789474,14446,NA,NA,NA,63583.324,NA,14773.81,48809.514,NA,0.154786222009191,0.845213777990809,6814620.98825468,1.02627976080518,4566404,2976604,342100,874900,800,33100,338900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1221232.99792496,1605670.15250303,297896.022094376,475,0.0331680748551079,NA,NA,NA,NA,NA,NA,1687.96,597.55,1090.41,NA,NA,NA,NA,1687.96,NA,1761,NA,NA,NA,NA,1,NA,NA,NA,NA,17.5,17.5,NA,NA,NA,NA,1763.40002441406,9.36609745025635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.093473434,0.384217841,NA,NA,NA,NA,1283.367798,NA,NA,NA,NA,18.6381308970611,NA,NA,NA,NA,NA,NA,NA,NA
"805","D01","AES SUL",2012,"2012D01",15,14.11,14.37,8.03,8.41,12.4,NA,0.830066278312793,1240117,NA,NA,NA,8854929.145,1462094.241,3448187.023,3944647.881,0.0233019392008435,0.364878784827269,0.611819275971887,341315663.387638,1.02627976080518,240788718.18,91564078.36,9538440.25,122289834.09,601708.23,1428995.69,15365661.56,NA,NA,16131476.8775722,12066767.6148382,NA,NA,NA,NA,1320295.187272,987615.413561456,NA,NA,158668874.360957,241823911.914935,4461601.36268879,28254,0.0233781578799302,NA,NA,NA,NA,NA,NA,63792,21109,42683,2035.26,1918.24,97.11,19.91,63792,NA,57490,90,77,13,NA,NA,59,50,9,NA,1848.125,NA,1848.125,1371.125,477,NA,1608.19995117188,10.3508653640747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.004599571,0.263068194,NA,NA,NA,NA,61506.04297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","D01f","RGE SUL",2012,"2012D01f",15,14.22,14.92,8.2,8.58,12.515,NA,0.819330208575447,2575327,NA,NA,NA,17889559.099,2364770.461,7591387.283,7933401.355,0.0203993086389974,0.381018686180993,0.59858200518001,644407522.748831,1.02627976080518,454245718.18,178361078.36,26079440.25,215283834.09,1163708.23,2513995.69,30843661.56,NA,NA,27760731.165413,20765754.7001643,NA,NA,NA,NA,2435628.43243927,1821913.92104953,NA,NA,312192046.200705,513548487.625021,13666254.6347888,43669,0.0173778192347058,NA,NA,NA,NA,NA,NA,143535.229147267,51209.9070596368,92310.8278331629,3733.79,3287.91,425.97,19.91,143527.982020033,7.24712723350596,144409,203,159,44,NA,8,121,95,26,NA,4311.335,38.63,4272.705,3001.575,1271.13,NA,3449.23999023438,18.6457014083862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.639493571,NA,NA,NA,NA,NA,113540.70703,NA,NA,NA,NA,18.4550970929192,NA,NA,3.96,1,NA,3.88300204207077e-07,NA,NA
"807","D02-0","CEAM",2012,"2012D02-0",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0312816205772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","D02","AMAZONAS",2012,"2012D02",15,65.2,61.1,25.77,51.12,61.53,NA,0.948958673306941,735949,NA,NA,NA,5514008.889,988078.077,1980527.507,2545403.305,0.0701335259875252,0.379326690942669,0.550539783069806,508731952.338875,1.0312816205772,361224000,163999000,9275000,175256000,923000,1747000,10024000,NA,NA,NA,NA,NA,NA,NA,NA,4677.11621771613,3498.60554833872,NA,NA,26950390.7359098,51217439.4584669,19489326.5283295,83172,0.11082654869615,NA,NA,NA,NA,NA,NA,41962.339,13682.69,28279.649,308.058,308.058,NA,NA,41962.339,NA,59137,53,53,NA,NA,1,21,21,NA,NA,1518.1,103.4,1414.7,1414.7,NA,NA,2169.669921875,15.4324083328247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.403347492,0.48623445,NA,NA,NA,NA,1685.025757,NA,NA,NA,NA,26.2750070036877,NA,NA,NA,NA,NA,NA,NA,NA
